"name"	"description"	"page"
"2542"	"catys_homolog_goc_score"	"Sooty mangabey Gene-order conservation score"	"homologs"
"2543"	"catys_homolog_wga_coverage"	"Sooty mangabey Whole-genome alignment coverage"	"homologs"
"2544"	"catys_homolog_orthology_confidence"	"Sooty mangabey orthology confidence [0 low, 1 high]"	"homologs"
"2545"	"loculatus_homolog_ensembl_gene"	"Spotted gar gene stable ID"	"homologs"
"2546"	"loculatus_homolog_associated_gene_name"	"Spotted gar gene name"	"homologs"
"2547"	"loculatus_homolog_ensembl_peptide"	"Spotted gar protein or transcript stable ID"	"homologs"
"2548"	"loculatus_homolog_chromosome"	"Spotted gar chromosome/scaffold name"	"homologs"
"2549"	"loculatus_homolog_chrom_start"	"Spotted gar chromosome/scaffold start (bp)"	"homologs"
"2550"	"loculatus_homolog_chrom_end"	"Spotted gar chromosome/scaffold end (bp)"	"homologs"
"2551"	"loculatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2552"	"loculatus_homolog_subtype"	"Last common ancestor with Spotted gar"	"homologs"
"2553"	"loculatus_homolog_orthology_type"	"Spotted gar homology type"	"homologs"
"2554"	"loculatus_homolog_perc_id"	"%id. target Spotted gar gene identical to query gene"	"homologs"
"2555"	"loculatus_homolog_perc_id_r1"	"%id. query gene identical to target Spotted gar gene"	"homologs"
"2556"	"loculatus_homolog_goc_score"	"Spotted gar Gene-order conservation score"	"homologs"
"2557"	"loculatus_homolog_wga_coverage"	"Spotted gar Whole-genome alignment coverage"	"homologs"
"2558"	"loculatus_homolog_orthology_confidence"	"Spotted gar orthology confidence [0 low, 1 high]"	"homologs"
"2559"	"itridecemlineatus_homolog_ensembl_gene"	"Squirrel gene stable ID"	"homologs"
"2560"	"itridecemlineatus_homolog_associated_gene_name"	"Squirrel gene name"	"homologs"
"2561"	"itridecemlineatus_homolog_ensembl_peptide"	"Squirrel protein or transcript stable ID"	"homologs"
"2562"	"itridecemlineatus_homolog_chromosome"	"Squirrel chromosome/scaffold name"	"homologs"
"2563"	"itridecemlineatus_homolog_chrom_start"	"Squirrel chromosome/scaffold start (bp)"	"homologs"
"2564"	"itridecemlineatus_homolog_chrom_end"	"Squirrel chromosome/scaffold end (bp)"	"homologs"
"2565"	"itridecemlineatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2566"	"itridecemlineatus_homolog_subtype"	"Last common ancestor with Squirrel"	"homologs"
"2567"	"itridecemlineatus_homolog_orthology_type"	"Squirrel homology type"	"homologs"
"2568"	"itridecemlineatus_homolog_perc_id"	"%id. target Squirrel gene identical to query gene"	"homologs"
"2569"	"itridecemlineatus_homolog_perc_id_r1"	"%id. query gene identical to target Squirrel gene"	"homologs"
"2570"	"itridecemlineatus_homolog_goc_score"	"Squirrel Gene-order conservation score"	"homologs"
"2571"	"itridecemlineatus_homolog_wga_coverage"	"Squirrel Whole-genome alignment coverage"	"homologs"
"2572"	"itridecemlineatus_homolog_orthology_confidence"	"Squirrel orthology confidence [0 low, 1 high]"	"homologs"
"2573"	"mspicilegus_homolog_ensembl_gene"	"Steppe mouse gene stable ID"	"homologs"
"2574"	"mspicilegus_homolog_associated_gene_name"	"Steppe mouse gene name"	"homologs"
"2575"	"mspicilegus_homolog_ensembl_peptide"	"Steppe mouse protein or transcript stable ID"	"homologs"
"2576"	"mspicilegus_homolog_chromosome"	"Steppe mouse chromosome/scaffold name"	"homologs"
"2577"	"mspicilegus_homolog_chrom_start"	"Steppe mouse chromosome/scaffold start (bp)"	"homologs"
"2578"	"mspicilegus_homolog_chrom_end"	"Steppe mouse chromosome/scaffold end (bp)"	"homologs"
"2579"	"mspicilegus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2580"	"mspicilegus_homolog_subtype"	"Last common ancestor with Steppe mouse"	"homologs"
"2581"	"mspicilegus_homolog_orthology_type"	"Steppe mouse homology type"	"homologs"
"2582"	"mspicilegus_homolog_perc_id"	"%id. target Steppe mouse gene identical to query gene"	"homologs"
"2583"	"mspicilegus_homolog_perc_id_r1"	"%id. query gene identical to target Steppe mouse gene"	"homologs"
"2584"	"mspicilegus_homolog_goc_score"	"Steppe mouse Gene-order conservation score"	"homologs"
"2585"	"mspicilegus_homolog_wga_coverage"	"Steppe mouse Whole-genome alignment coverage"	"homologs"
"2586"	"mspicilegus_homolog_orthology_confidence"	"Steppe mouse orthology confidence [0 low, 1 high]"	"homologs"
"2587"	"gaculeatus_homolog_ensembl_gene"	"Stickleback gene stable ID"	"homologs"
"2588"	"gaculeatus_homolog_associated_gene_name"	"Stickleback gene name"	"homologs"
"2589"	"gaculeatus_homolog_ensembl_peptide"	"Stickleback protein or transcript stable ID"	"homologs"
"2590"	"gaculeatus_homolog_chromosome"	"Stickleback chromosome/scaffold name"	"homologs"
"2591"	"gaculeatus_homolog_chrom_start"	"Stickleback chromosome/scaffold start (bp)"	"homologs"
"2592"	"gaculeatus_homolog_chrom_end"	"Stickleback chromosome/scaffold end (bp)"	"homologs"
"2593"	"gaculeatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2594"	"gaculeatus_homolog_subtype"	"Last common ancestor with Stickleback"	"homologs"
"2595"	"gaculeatus_homolog_orthology_type"	"Stickleback homology type"	"homologs"
"2596"	"gaculeatus_homolog_perc_id"	"%id. target Stickleback gene identical to query gene"	"homologs"
"2597"	"gaculeatus_homolog_perc_id_r1"	"%id. query gene identical to target Stickleback gene"	"homologs"
"2598"	"gaculeatus_homolog_goc_score"	"Stickleback Gene-order conservation score"	"homologs"
"2599"	"gaculeatus_homolog_wga_coverage"	"Stickleback Whole-genome alignment coverage"	"homologs"
"2600"	"gaculeatus_homolog_orthology_confidence"	"Stickleback orthology confidence [0 low, 1 high]"	"homologs"
"2601"	"malbus_homolog_ensembl_gene"	"Swamp eel gene stable ID"	"homologs"
"2602"	"malbus_homolog_associated_gene_name"	"Swamp eel gene name"	"homologs"
"2603"	"malbus_homolog_ensembl_peptide"	"Swamp eel protein or transcript stable ID"	"homologs"
"2604"	"malbus_homolog_chromosome"	"Swamp eel chromosome/scaffold name"	"homologs"
"2605"	"malbus_homolog_chrom_start"	"Swamp eel chromosome/scaffold start (bp)"	"homologs"
"2606"	"malbus_homolog_chrom_end"	"Swamp eel chromosome/scaffold end (bp)"	"homologs"
"2607"	"malbus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2608"	"malbus_homolog_subtype"	"Last common ancestor with Swamp eel"	"homologs"
"2609"	"malbus_homolog_orthology_type"	"Swamp eel homology type"	"homologs"
"2610"	"malbus_homolog_perc_id"	"%id. target Swamp eel gene identical to query gene"	"homologs"
"2611"	"malbus_homolog_perc_id_r1"	"%id. query gene identical to target Swamp eel gene"	"homologs"
"2612"	"malbus_homolog_goc_score"	"Swamp eel Gene-order conservation score"	"homologs"
"2613"	"malbus_homolog_wga_coverage"	"Swamp eel Whole-genome alignment coverage"	"homologs"
"2614"	"malbus_homolog_orthology_confidence"	"Swamp eel orthology confidence [0 low, 1 high]"	"homologs"
"2615"	"csyrichta_homolog_ensembl_gene"	"Tarsier gene stable ID"	"homologs"
"2616"	"csyrichta_homolog_associated_gene_name"	"Tarsier gene name"	"homologs"
"2617"	"csyrichta_homolog_ensembl_peptide"	"Tarsier protein or transcript stable ID"	"homologs"
"2618"	"csyrichta_homolog_chromosome"	"Tarsier chromosome/scaffold name"	"homologs"
"2619"	"csyrichta_homolog_chrom_start"	"Tarsier chromosome/scaffold start (bp)"	"homologs"
"2620"	"csyrichta_homolog_chrom_end"	"Tarsier chromosome/scaffold end (bp)"	"homologs"
"2621"	"csyrichta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2622"	"csyrichta_homolog_subtype"	"Last common ancestor with Tarsier"	"homologs"
"2623"	"csyrichta_homolog_orthology_type"	"Tarsier homology type"	"homologs"
"2624"	"csyrichta_homolog_perc_id"	"%id. target Tarsier gene identical to query gene"	"homologs"
"2625"	"csyrichta_homolog_perc_id_r1"	"%id. query gene identical to target Tarsier gene"	"homologs"
"2626"	"csyrichta_homolog_goc_score"	"Tarsier Gene-order conservation score"	"homologs"
"2627"	"csyrichta_homolog_wga_coverage"	"Tarsier Whole-genome alignment coverage"	"homologs"
"2628"	"csyrichta_homolog_orthology_confidence"	"Tarsier orthology confidence [0 low, 1 high]"	"homologs"
"2629"	"sharrisii_homolog_ensembl_gene"	"Tasmanian devil gene stable ID"	"homologs"
"2630"	"sharrisii_homolog_associated_gene_name"	"Tasmanian devil gene name"	"homologs"
"2631"	"sharrisii_homolog_ensembl_peptide"	"Tasmanian devil protein or transcript stable ID"	"homologs"
"2632"	"sharrisii_homolog_chromosome"	"Tasmanian devil chromosome/scaffold name"	"homologs"
"2633"	"sharrisii_homolog_chrom_start"	"Tasmanian devil chromosome/scaffold start (bp)"	"homologs"
"2634"	"sharrisii_homolog_chrom_end"	"Tasmanian devil chromosome/scaffold end (bp)"	"homologs"
"2635"	"sharrisii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2636"	"sharrisii_homolog_subtype"	"Last common ancestor with Tasmanian devil"	"homologs"
"2637"	"sharrisii_homolog_orthology_type"	"Tasmanian devil homology type"	"homologs"
"2638"	"sharrisii_homolog_perc_id"	"%id. target Tasmanian devil gene identical to query gene"	"homologs"
"2639"	"sharrisii_homolog_perc_id_r1"	"%id. query gene identical to target Tasmanian devil gene"	"homologs"
"2640"	"sharrisii_homolog_goc_score"	"Tasmanian devil Gene-order conservation score"	"homologs"
"2641"	"sharrisii_homolog_orthology_confidence"	"Tasmanian devil orthology confidence [0 low, 1 high]"	"homologs"
"2642"	"tnigroviridis_homolog_ensembl_gene"	"Tetraodon gene stable ID"	"homologs"
"2643"	"tnigroviridis_homolog_associated_gene_name"	"Tetraodon gene name"	"homologs"
"2644"	"tnigroviridis_homolog_ensembl_peptide"	"Tetraodon protein or transcript stable ID"	"homologs"
"2645"	"tnigroviridis_homolog_chromosome"	"Tetraodon chromosome/scaffold name"	"homologs"
"2646"	"tnigroviridis_homolog_chrom_start"	"Tetraodon chromosome/scaffold start (bp)"	"homologs"
"2647"	"tnigroviridis_homolog_chrom_end"	"Tetraodon chromosome/scaffold end (bp)"	"homologs"
"2648"	"tnigroviridis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2649"	"tnigroviridis_homolog_subtype"	"Last common ancestor with Tetraodon"	"homologs"
"2650"	"tnigroviridis_homolog_orthology_type"	"Tetraodon homology type"	"homologs"
"2651"	"tnigroviridis_homolog_perc_id"	"%id. target Tetraodon gene identical to query gene"	"homologs"
"2652"	"tnigroviridis_homolog_perc_id_r1"	"%id. query gene identical to target Tetraodon gene"	"homologs"
"2653"	"tnigroviridis_homolog_goc_score"	"Tetraodon Gene-order conservation score"	"homologs"
"2654"	"tnigroviridis_homolog_wga_coverage"	"Tetraodon Whole-genome alignment coverage"	"homologs"
"2655"	"tnigroviridis_homolog_orthology_confidence"	"Tetraodon orthology confidence [0 low, 1 high]"	"homologs"
"2656"	"ptaltaica_homolog_ensembl_gene"	"Tiger gene stable ID"	"homologs"
"2657"	"ptaltaica_homolog_associated_gene_name"	"Tiger gene name"	"homologs"
"2658"	"ptaltaica_homolog_ensembl_peptide"	"Tiger protein or transcript stable ID"	"homologs"
"2659"	"ptaltaica_homolog_chromosome"	"Tiger chromosome/scaffold name"	"homologs"
"2660"	"ptaltaica_homolog_chrom_start"	"Tiger chromosome/scaffold start (bp)"	"homologs"
"2661"	"ptaltaica_homolog_chrom_end"	"Tiger chromosome/scaffold end (bp)"	"homologs"
"2662"	"ptaltaica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2663"	"ptaltaica_homolog_subtype"	"Last common ancestor with Tiger"	"homologs"
"2664"	"ptaltaica_homolog_orthology_type"	"Tiger homology type"	"homologs"
"2665"	"ptaltaica_homolog_perc_id"	"%id. target Tiger gene identical to query gene"	"homologs"
"2666"	"ptaltaica_homolog_perc_id_r1"	"%id. query gene identical to target Tiger gene"	"homologs"
"2667"	"ptaltaica_homolog_goc_score"	"Tiger Gene-order conservation score"	"homologs"
"2668"	"ptaltaica_homolog_wga_coverage"	"Tiger Whole-genome alignment coverage"	"homologs"
"2669"	"ptaltaica_homolog_orthology_confidence"	"Tiger orthology confidence [0 low, 1 high]"	"homologs"
"2670"	"hcomes_homolog_ensembl_gene"	"Tiger tail seahorse gene stable ID"	"homologs"
"2671"	"hcomes_homolog_associated_gene_name"	"Tiger tail seahorse gene name"	"homologs"
"2672"	"hcomes_homolog_ensembl_peptide"	"Tiger tail seahorse protein or transcript stable ID"	"homologs"
"2673"	"hcomes_homolog_chromosome"	"Tiger tail seahorse chromosome/scaffold name"	"homologs"
"2674"	"hcomes_homolog_chrom_start"	"Tiger tail seahorse chromosome/scaffold start (bp)"	"homologs"
"2675"	"hcomes_homolog_chrom_end"	"Tiger tail seahorse chromosome/scaffold end (bp)"	"homologs"
"2676"	"hcomes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2677"	"hcomes_homolog_subtype"	"Last common ancestor with Tiger tail seahorse"	"homologs"
"2678"	"hcomes_homolog_orthology_type"	"Tiger tail seahorse homology type"	"homologs"
"2679"	"hcomes_homolog_perc_id"	"%id. target Tiger tail seahorse gene identical to query gene"	"homologs"
"2680"	"hcomes_homolog_perc_id_r1"	"%id. query gene identical to target Tiger tail seahorse gene"	"homologs"
"2681"	"hcomes_homolog_goc_score"	"Tiger tail seahorse Gene-order conservation score"	"homologs"
"2682"	"hcomes_homolog_wga_coverage"	"Tiger tail seahorse Whole-genome alignment coverage"	"homologs"
"2683"	"hcomes_homolog_orthology_confidence"	"Tiger tail seahorse orthology confidence [0 low, 1 high]"	"homologs"
"2684"	"csemilaevis_homolog_ensembl_gene"	"Tongue sole gene stable ID"	"homologs"
"2685"	"csemilaevis_homolog_associated_gene_name"	"Tongue sole gene name"	"homologs"
"2686"	"csemilaevis_homolog_ensembl_peptide"	"Tongue sole protein or transcript stable ID"	"homologs"
"2687"	"csemilaevis_homolog_chromosome"	"Tongue sole chromosome/scaffold name"	"homologs"
"2688"	"csemilaevis_homolog_chrom_start"	"Tongue sole chromosome/scaffold start (bp)"	"homologs"
"2689"	"csemilaevis_homolog_chrom_end"	"Tongue sole chromosome/scaffold end (bp)"	"homologs"
"2690"	"csemilaevis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2691"	"csemilaevis_homolog_subtype"	"Last common ancestor with Tongue sole"	"homologs"
"2692"	"csemilaevis_homolog_orthology_type"	"Tongue sole homology type"	"homologs"
"2693"	"csemilaevis_homolog_perc_id"	"%id. target Tongue sole gene identical to query gene"	"homologs"
"2694"	"csemilaevis_homolog_perc_id_r1"	"%id. query gene identical to target Tongue sole gene"	"homologs"
"2695"	"csemilaevis_homolog_goc_score"	"Tongue sole Gene-order conservation score"	"homologs"
"2696"	"csemilaevis_homolog_wga_coverage"	"Tongue sole Whole-genome alignment coverage"	"homologs"
"2697"	"csemilaevis_homolog_orthology_confidence"	"Tongue sole orthology confidence [0 low, 1 high]"	"homologs"
"2698"	"tbelangeri_homolog_ensembl_gene"	"Tree Shrew gene stable ID"	"homologs"
"2699"	"tbelangeri_homolog_associated_gene_name"	"Tree Shrew gene name"	"homologs"
"2700"	"tbelangeri_homolog_ensembl_peptide"	"Tree Shrew protein or transcript stable ID"	"homologs"
"2701"	"tbelangeri_homolog_chromosome"	"Tree Shrew chromosome/scaffold name"	"homologs"
"2702"	"tbelangeri_homolog_chrom_start"	"Tree Shrew chromosome/scaffold start (bp)"	"homologs"
"2703"	"tbelangeri_homolog_chrom_end"	"Tree Shrew chromosome/scaffold end (bp)"	"homologs"
"2704"	"tbelangeri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2705"	"tbelangeri_homolog_subtype"	"Last common ancestor with Tree Shrew"	"homologs"
"2706"	"tbelangeri_homolog_orthology_type"	"Tree Shrew homology type"	"homologs"
"2707"	"tbelangeri_homolog_perc_id"	"%id. target Tree Shrew gene identical to query gene"	"homologs"
"2708"	"tbelangeri_homolog_perc_id_r1"	"%id. query gene identical to target Tree Shrew gene"	"homologs"
"2709"	"tbelangeri_homolog_goc_score"	"Tree Shrew Gene-order conservation score"	"homologs"
"2710"	"tbelangeri_homolog_wga_coverage"	"Tree Shrew Whole-genome alignment coverage"	"homologs"
"2711"	"tbelangeri_homolog_orthology_confidence"	"Tree Shrew orthology confidence [0 low, 1 high]"	"homologs"
"2712"	"xtropicalis_homolog_ensembl_gene"	"Tropical clawed frog gene stable ID"	"homologs"
"2713"	"xtropicalis_homolog_associated_gene_name"	"Tropical clawed frog gene name"	"homologs"
"2714"	"xtropicalis_homolog_ensembl_peptide"	"Tropical clawed frog protein or transcript stable ID"	"homologs"
"2715"	"xtropicalis_homolog_chromosome"	"Tropical clawed frog chromosome/scaffold name"	"homologs"
"2716"	"xtropicalis_homolog_chrom_start"	"Tropical clawed frog chromosome/scaffold start (bp)"	"homologs"
"2717"	"xtropicalis_homolog_chrom_end"	"Tropical clawed frog chromosome/scaffold end (bp)"	"homologs"
"2718"	"xtropicalis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2719"	"xtropicalis_homolog_subtype"	"Last common ancestor with Tropical clawed frog"	"homologs"
"2720"	"xtropicalis_homolog_orthology_type"	"Tropical clawed frog homology type"	"homologs"
"2721"	"xtropicalis_homolog_perc_id"	"%id. target Tropical clawed frog gene identical to query gene"	"homologs"
"2722"	"xtropicalis_homolog_perc_id_r1"	"%id. query gene identical to target Tropical clawed frog gene"	"homologs"
"2723"	"xtropicalis_homolog_goc_score"	"Tropical clawed frog Gene-order conservation score"	"homologs"
"2724"	"xtropicalis_homolog_wga_coverage"	"Tropical clawed frog Whole-genome alignment coverage"	"homologs"
"2725"	"xtropicalis_homolog_orthology_confidence"	"Tropical clawed frog orthology confidence [0 low, 1 high]"	"homologs"
"2726"	"spunctatus_homolog_ensembl_gene"	"Tuatara gene stable ID"	"homologs"
"2727"	"spunctatus_homolog_associated_gene_name"	"Tuatara gene name"	"homologs"
"2728"	"spunctatus_homolog_ensembl_peptide"	"Tuatara protein or transcript stable ID"	"homologs"
"2729"	"spunctatus_homolog_chromosome"	"Tuatara chromosome/scaffold name"	"homologs"
"2730"	"spunctatus_homolog_chrom_start"	"Tuatara chromosome/scaffold start (bp)"	"homologs"
"2731"	"spunctatus_homolog_chrom_end"	"Tuatara chromosome/scaffold end (bp)"	"homologs"
"2732"	"spunctatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"2733"	"spunctatus_homolog_subtype"	"Last common ancestor with Tuatara"	"homologs"
